DATE,NASDAQ100,clean_val,change,change_pct,change_frac
1995-01-03,398.00,398.0,0.0,0.0,0.0
1995-01-04,399.65,399.65,1.6499999999999773,0.41457286432160234,0.004145728643216023
1995-01-05,398.02,398.02,-1.6299999999999955,-0.40785687476541865,-0.004078568747654186
1995-01-06,401.59,401.59,3.569999999999993,0.8969398522687286,0.008969398522687286
1995-01-09,403.53,403.53,1.9399999999999977,0.48307975796210006,0.004830797579621001
1995-01-10,407.57,407.57,4.0400000000000205,1.0011647213342305,0.010011647213342306
1995-01-11,407.10,407.1,-0.46999999999997044,-0.11531761415216293,-0.0011531761415216294
1995-01-12,407.32,407.32,0.21999999999997044,0.054040776222051196,0.000540407762220512
1995-01-13,410.48,410.48,3.160000000000025,0.7758028086025791,0.007758028086025791
1995-01-16,413.65,413.65,3.169999999999959,0.7722666146949813,0.007722666146949813
1995-01-17,416.89,416.89,3.240000000000009,0.7832708811797435,0.007832708811797436
1995-01-18,419.26,419.26,2.3700000000000045,0.5684952865264229,0.005684952865264229
1995-01-19,417.83,417.83,-1.4300000000000068,-0.34107713590612193,-0.0034107713590612195
1995-01-20,410.13,410.13,-7.699999999999989,-1.8428547495392837,-0.018428547495392838
1995-01-23,411.89,411.89,1.759999999999991,0.4291322263672472,0.004291322263672472
1995-01-24,413.60,413.6,1.7100000000000364,0.415159387215042,0.00415159387215042
1995-01-25,410.87,410.87,-2.730000000000018,-0.660058027079308,-0.006600580270793081
1995-01-26,406.50,406.5,-4.3700000000000045,-1.0635967580986698,-0.010635967580986698
1995-01-27,407.22,407.22,0.7200000000000273,0.17712177121771888,0.0017712177121771888
1995-01-30,401.71,401.71,-5.510000000000048,-1.353076960856551,-0.013530769608565509
1995-01-31,405.33,405.33,3.6200000000000045,0.9011475940354995,0.009011475940354995
1995-02-01,407.06,407.06,1.7300000000000182,0.42681272049935076,0.0042681272049935074
1995-02-02,411.15,411.15,4.089999999999975,1.0047658821795251,0.010047658821795251
1995-02-03,416.14,416.14,4.990000000000009,1.2136689772589102,0.012136689772589103
1995-02-06,420.93,420.93,4.7900000000000205,1.1510549334358677,0.011510549334358678
1995-02-07,420.57,420.57,-0.36000000000001364,-0.08552490912978729,-0.0008552490912978729
1995-02-08,425.66,425.66,5.090000000000032,1.210262263119108,0.01210262263119108
1995-02-09,426.43,426.43,0.7699999999999818,0.1808955504393135,0.001808955504393135
1995-02-10,430.77,430.77,4.339999999999975,1.0177520343315374,0.010177520343315373
1995-02-13,428.77,428.77,-2.0,-0.4642848852055621,-0.004642848852055621
1995-02-14,429.81,429.81,1.0400000000000205,0.24255428318213038,0.002425542831821304
1995-02-15,432.49,432.49,2.680000000000007,0.6235313277960045,0.006235313277960045
1995-02-16,430.86,430.86,-1.6299999999999955,-0.3768873268746088,-0.003768873268746088
1995-02-17,425.66,425.66,-5.199999999999989,-1.2068885484844238,-0.012068885484844239
1995-02-20,.,425.66,0.0,0.0,0.0
1995-02-21,424.82,424.82,-0.8400000000000318,-0.19734060047926322,-0.001973406004792632
1995-02-22,429.21,429.21,4.389999999999986,1.0333788428040078,0.010333788428040079
1995-02-23,431.03,431.03,1.8199999999999932,0.4240348547331127,0.004240348547331127
1995-02-24,428.42,428.42,-2.609999999999957,-0.6055262974734837,-0.006055262974734838
1995-02-27,424.75,424.75,-3.670000000000016,-0.856636011390695,-0.00856636011390695
